ID,state,muni,county,zoning,zoning_name,likelyres,count_zoning
2373,NJ,Clinton Town,Hunterdon County,PARD,Parks and Recreation District,,1
2375,NJ,Jersey City,Hudson County,P/OS,Parks/Open Space,,1
2376,NJ,Union City,Hudson County,P-A,Parks-Air Rights,,1
2377,NJ,Cherry Hill,Camden County,PTOD,PATCO Transit-Oriented Development Overlay Zone,,1
2380,NJ,Phillipsburg Town,Warren County,PCPRA,Phillipsburg Commerce Park Redevelopment Area,,1
2382,NJ,Montville Township,Morris County,PBR,Pine Brook Redevelopment,,1
2383,NJ,Pinelands,Pinelands,6,Pinelands Town,,1
2384,NJ,Pinelands,Pinelands,36,Pinelands Town,,1
2385,NJ,Pinelands,Pinelands,8,Pinelands Village,,1
2386,NJ,Pinelands,Pinelands,38,Pinelands Village,,1
2387,NJ,Washington,Gloucester County,PACC,Planned Adult Citizen Community,,1
2390,NJ,Freehold Township,Monmouth County,PAC-3 (Single-family detached),Planned Adult Community-3,,1
2391,NJ,Freehold Township,Monmouth County,PAC-3(Single-family attached and duplex),Planned Adult Community-3,,1
2392,NJ,Freehold Township,Monmouth County,PAC-3 (Multifamily building requirements,Planned Adult Community-3,,1
2393,NJ,Freehold Township,Monmouth County,PAC-3A,Planned Adult Community-3A,,1
2394,NJ,Freehold Township,Monmouth County,PAC-4 (Single-family detached),Planned Adult Community-4,,1
2395,NJ,Freehold Township,Monmouth County,PAC-4 (Single-family attached and duplex),Planned Adult Community-4,,1
2396,NJ,Freehold Township,Monmouth County,PAC-AHO,Planned Adult Community-Affordable Housing Overlay,,1
2408,NJ,Holland Township,Hunterdon County,PCD/PSV,Planned Commercial Development/Planned Senior Village Development,,1
2411,NJ,Freehold Township,Monmouth County,PC (Townhouses),Planned Community,,1
2412,NJ,Freehold Township,Monmouth County,PC (Patio homes),Planned Community,,1
2413,NJ,Freehold Township,Monmouth County,PC (Multifamily units),Planned Community,,1
2419,NJ,Manalapan township,Monmouth,R-20/PD,Planned Development - Planned Development Option,,1
2420,NJ,Manalapan township,Monmouth,R-20/PRC,Planned Development - Planned Retirement Community,,1
2421,NJ,Lakewood Township,Ocean,PDNC,Planned Development Non-Contiguous Cluster (PNDC) Overlay,,1
2424,NJ,Greenwich Township,Warren County,PDZ,Planned Development Zone,,1
2425,NJ,Rockaway Township,Morris County,PED,Planned Economic Development,,1
2428,NJ,Stanhope Borough,Sussex County,PIC,Planned Light Industrial/Commercial,,1
2436,NJ,Newton,Sussex County,SD-9,Planned Neighborhood Development ,,1
2437,NJ,Parsippany-Troy Hills Township,Morris County,POD,Planned Office,,1
2438,NJ,Florham Park borough,Morris County,POD-N,Planned Office District - North,,1
2439,NJ,Florham Park borough,Morris County,POD-S,Planned Office District - South,,1
2440,NJ,Hope Township,Warren County,POP,Planned Office Park,,1
2441,NJ,Roxbury Township,Morris County,PO/LI,Planned Office/Light Industrial,,1
2478,NJ,Bridgewater township,Somerset County,PRCPD,Planned retail commercial and public development,,1
2481,NJ,Lakehurst,Ocean County,PRCD ,PLANNED RETIREMENT COMMUNITY DEVELOPMENT,,1
2486,NJ,Clinton Town,Hunterdon County,PRD-P,Planned Unit Development,,1
2489,NJ,Washington Township,Morris County,PUD/R-2,Planned Unit Development,,1
2492,NJ,Township of North Brunswick,Middlesex County,PUD-II,planned unit development,,1
2493,NJ,Freehold Township,Monmouth County,PUD-1,Planned Unit Development-1 Zone,,1
2498,NJ,Sparta,Sussex County,PVC,Planned Village Core PVC (Added as an overlay zone to the Planned Commercial Development and Economic Development Districts),,1
2500,NJ,Deptford township,Gloucester County,PVD-1,Planned Village Development,,1
2501,NJ,Washington Borough,Warren County,PVD,Planned Village District,,1
2504,NJ,Camden,Camden County,PRI,Port Related Industrial,,1
2505,NJ,Bedminster Township,Somerset County,VN-3,Pottersville Village Neighborhood,,1
2506,NJ,Newton,Sussex County,SD-8,Power Substation District ,,1
2507,NJ,Pinelands,Pinelands,1,Preservation Area,,1
2508,NJ,Hope Township,Warren County,PTFAP,Preteen and Family Amusement Park,,1
2510,NJ,Vernon Township,Sussex County,PLLC,Private Leasehold Lake Community,,1
2511,NJ,Florham Park borough,Morris County,PB-1,Professional and Business Office Zone,,1
2513,NJ,Bloomingdale Borough,Passaic County,R-20-U,Professional and Business Offices,,1
2517,NJ,Glen Gardner Borough,Hunterdon County,PRO,Professional Office,,1
2527,NJ,Cherry Hill,Camden County,O3,Professional Office Zone,,1
2538,NJ,Mount Olive Township,Morris County,PC-2,Professional/Commercial - 2,,1
2539,NJ,Asbury Park City,Monmouth,Deal Lake Drive Inclusionary Housing Overlay District ,provides for alternative zoning via overlay zoning that is applicable when five or more new units are created.,,1
2546,NJ,Bernards Township,Somerset County,P-4,Public,,1
2547,NJ,Bernards Township,Somerset County,P-5,Public,,1
2552,NJ,Mahwah Township,Bergen County,P-ED,Public Education,,1
2553,NJ,Lakewood Township,Ocean,PH-1,Public Housing,,1
2558,NJ,Mahwah Township,Bergen County,P-OS,Public Open Space,,1
2565,NJ,Morristown Town,Morris County,PPU,Public Purpose Undevelopable,,1
2566,NJ,Hanover Township,Morris County,PU,Public Use,,1
2572,NJ,Middlesex County,Sayreville borough,PRIME,"Public, Recreational, Institutional Municipal and Educational",,1
2575,NJ,Plainfield,Union County,R-PW,putnam-watchung historic district,,1
2577,NJ,Bloomingdale Borough,Passaic County,M-1-Q,Quarry,,1
2582,NJ,Branchburg township,Somerset County,R/S-1,R/S-1 - Retail Service 1,,1
2583,NJ,Branchburg township,Somerset County,R/S-2,R/S-2 - Retail Service 2,,1
2584,NJ,Branchburg township,Somerset County,R/S-3,R/S-3 - Retail Service 3,,1
2585,NJ,Branchburg township,Somerset County,R/S-4,R/S-4 - Retail Service 4,,1
2587,NJ,High Bridge Borough,Hunterdon County,R-O-M,Reaserch/Office/Manufacturing,,1
2589,NJ,Marlboro township,Monmouth,ROS,Recreation and Open Space District,,1
2590,NJ,Parsippany-Troy Hills Township,Morris County,RCW,"Recreation, Conservation, Wildlife",,1
2591,NJ,Oakland Borough,Bergen County,RPP,Recreation/Public Purpose,,1
2593,NJ,Morristown Town,Morris County,RDV-Epstein,Redevelopment - Epstein's,,1
2594,NJ,Morristown Town,Morris County,RDV-Market-Bank,Redevelopment - Market and Bank,,1
2595,NJ,Morristown Town,Morris County,RDV-Morris-Street,Redevelopment - Morris Street,,1
2596,NJ,Morristown Town,Morris County,RDV-Speedwell,Redevelopment - Speedwell Avenue,,1
2597,NJ,Morristown Town,Morris County,RDV-Spring-Street,Redevelopment - Spring Street,,1
2598,NJ,Morristown Town,Morris County,RDV-Train-Station,Redevelopment - Train Station,,1
2599,NJ,Morristown Town,Morris County,RDV-Vail-Mansion,Redevelopment - Vail Mansion,,1
2600,NJ,Dover Town,Morris County,RAD,Redevelopment Area District,,1
2601,NJ,Bridgewater township,Somerset County,R-SEED,Redevelopment Special Economic and Employment Development District,,1
2602,NJ,Denville Township,Morris County,RPRA,Redmond Press Redevelopment,,1
2603,NJ,Washington Township,Morris County,RCH,Reduced-Cost Housing,,1
2604,NJ,Washington Township,Morris County,RCH-SC,Reduced-Cost Housing - Senior Citizen,,1
2608,NJ,Randolph Township,Morris County,B-2ENV,Regional Business Env Restrictions,,1
2609,NJ,Cherry Hill,Camden County,B4,Regional Business Zone,,1
2618,NJ,Monroe,Gloucester County,RG-RA (Single-family detached dwellings),Regional Growth Age-Restricted District,,1
2619,NJ,Monroe,Gloucester County,RG-RA (Two-family dwelling),Regional Growth Age-Restricted District,,1
2620,NJ,Monroe,Gloucester County,RG-RA (Single-family attached dwellings),Regional Growth Age-Restricted District,,1
2621,NJ,Monroe,Gloucester County,RG-RA (Flats),Regional Growth Age-Restricted District,,1
2622,NJ,Pinelands,Pinelands,5,Regional Growth Area,,1
2623,NJ,Pinelands,Pinelands,35,Regional Growth Area,,1
2640,NJ,Parsippany-Troy Hills Township,Morris County,ROL,"Research, Office and Laboratory",,1
2641,NJ,Clinton Township,Hunterdon County,ROM-1,"Research, Office and Manufacturing 1",,1
2642,NJ,Clinton Township,Hunterdon County,ROM-2,"Research, Office and Manufacturing 2",,1
2643,NJ,Clinton Township,Hunterdon County,ROM-3,"Research, Office and Manufacturing 3",,1
2649,NJ,Morris Plains Borough,Morris County,L-2,Research-Laboratory,,1
2650,NJ,Lebanon Township,Hunterdon County,ROM-100,Research-Office-Manufacturing,,1
2651,NJ,Lebanon Township,Hunterdon County,ROM-C-100,Research-Office-Manufacturing/Commercial,,1
2652,NJ,Lebanon Township,Hunterdon County,ROM-C-200,Research-Office-Manufacturing/Commercial,,1
2653,NJ,Howell,Monmouth County,RMLD (Townhouse),Reserved Mount Laurel,,1
2654,NJ,Howell,Monmouth County,RMLD (Multifamily units),Reserved Mount Laurel,,1
2655,NJ,Howell,Monmouth County,RMLD-2,Reserved Mount Laurel District 2,,1
3116,NJ,Atlantic City,Atlantic County,RS-C,resort commercial development district,,1
3139,NJ,Linden,Union County,C-2 (60),retail commercial,,1
3140,NJ,Linden,Union County,C-2 (100),retail commercial,,1
3141,NJ,Newton,Sussex County,SD-3,Retail- Manufacturing District ,,1
3142,NJ,Salem,Salem County,C-1 (semidetached),Retial Commercial Districts,,1
3143,NJ,Salem,Salem County,C-1 (detached),Retial Commercial Districts,,1
3144,NJ,Ocean City,Cape May County,RPN,Revere Place R-2 Neighborhood Zone,,1
3145,NJ,Lakewood Township,Ocean,Riparian Buffer Conservation Overlay,Riparian Buffer Conservation Overlay,,1
3152,NJ,Phillipsburg Town,Warren County,RRA-1,Riverfront Redevelopment Area - Industrial,,1
3154,NJ,Phillipsburg Town,Warren County,RRA-3,Riverfront Redevelopment Area - Recreational/Heritage,,1
3155,NJ,Phillipsburg Town,Warren County,RRA-6,Riverfront Redevelopment Area - Riverside Commercial,,1
3157,NJ,Phillipsburg Town,Warren County,RRA-2,Riverfront Redevelopment Area - Union Square,,1
3159,NJ,Ocean City,Cape May County,RN50/5000,Riviera R-1 Neighborhood Zones,,1
3160,NJ,Ocean City,Cape May County,RN-L 50/5000,Riviera R-1 Neighborhood Zones,,1
3161,NJ,Union City,Hudson County,D-RS-A ,Roosevelt Stadium Redevelopment District ,,1
3162,NJ,Union City,Hudson County,D-RS-B,Roosevelt Stadium Redevelopment District ,,1
3163,NJ,Union City,Hudson County,D-RS-S,Roosevelt Stadium Redevelopment District ,,1
3164,NJ,Manalapan township,Monmouth,Route 30 Overlay Zone,Route 30 Overlay Zone,,1
3165,NJ,Parsippany-Troy Hills Township,Morris County,RDV-Rt-46,Route 46 Corridor Redevelopment Area,,1
3166,NJ,Middlesex County,Old Bridge township,RT9MUIH,Route 9 Mixec Use Inclusionary Housing,,1
3167,NJ,Branchburg township,Somerset County,RCR,RRC - Raritan River Corridor,,1
3168,NJ,Linden,Union County,RPZ,runaway protection overlay,,1
3175,NJ,Manalapan township,Monmouth,R-AG/4,Rural Conservation - Rural Agricultural,,1
3176,NJ,Manalapan township,Monmouth,R-AG,Rural Conservation - Rural Agricultural,,1
3180,NJ,Pinelands,Pinelands,4,Rural Development Area,,1
3181,NJ,Pinelands,Pinelands,34,Rural Development Area,,1
3187,NJ,Newton,Sussex County,T-2,Rural Reserved Area,,1
3228,NJ,Linden,Union County,SGA-1-R,Saint Georges Avenue - Phase 1 Redevelopment,,1
3229,NJ,Linden,Union County,SGA-2-R,Saint Georges Avenue - Phase II Redevelopment,,1
3230,NJ,Dover Town,Morris County,SSRA-1,Scattered Site Redevelopment Sub-Area 1,,1
3231,NJ,Dover Town,Morris County,SSRA-2,Scattered Site Redevelopment Sub-Area 2,,1
3232,NJ,Dover Town,Morris County,SSRA-3,Scattered Site Redevelopment Sub-Area 3,,1
3233,NJ,Asbury Park City,Monmouth,P4,Schools,,1
3234,NJ,Newton,Sussex County,SD-6,Schools District ,,1
3236,NJ,Bernards Township,Somerset County,SH-2,Senior,,1
3237,NJ,Bernards Township,Somerset County,SH-3,Senior,,1
3238,NJ,Bernards Township,Somerset County,SH-1,Senior,,1
3239,NJ,Cherry Hill,Camden County,SSH,Senior & Supportive Housing Overlay Zone,,1
3246,NJ,Hazlet,Monmouth County,SC-1,Senior Citizen Housing District,,1
3247,NJ,Hazlet,Monmouth County,SC-2,Senior Citizen Housing District,,1
3255,NJ,Newton,Sussex County,SD-7,Senior Community District ,,1
3256,NJ,West Milford Township,Passaic County,SCC,Senior Congregate Care,,1
3258,NJ,Edgewater,Bergen County,SRH,senior housing district,,1
3262,NJ,Wanaque Borough,Passaic County,SBD,Service Business,,1
3268,NJ,Mahwah Township,Bergen County,B-200,Shopping Center Business,,1
3269,NJ,Cherry Hill,Camden County,B3,Shopping Center Business Zone,,1
3477,NJ,Montgomery,Somerset County,SSIZ-1,Site Specific Inclusionary Zone 1,,1
3478,NJ,Montgomery,Somerset County,SSIZ-2,Site Specific Inclusionary Zone 2,,1
3479,NJ,Montgomery,Somerset County,SSIZ-3,Site Specific Inclusionary Zone 3,,1
3480,NJ,Montgomery,Somerset County,SSIZ-3 - EXTRA,Site Specific Inclusionary Zone 4,,1
3481,NJ,Montgomery,Somerset County,SSIZ-4,Site Specific Inclusionary Zone 4,,1
3482,NJ,Middlesex County,Piscataway township,SNF,Skilled Nursing Facility,,1
3483,NJ,Dover Town,Morris County,D4,South Downtown,,1
3485,NJ,Kearny town,Hudson County,SKI-N,South Kearny Industrial North,,1
3486,NJ,Kearny town,Hudson County,SKI-S,South Kearny Industrial South,,1
3488,NJ,Pinelands,Pinelands,9,Special AG Production Area,,1
3490,NJ,Liberty Township,Warren County,A-G,Special Agricultural,,1
3492,NJ,Middlesex County,Old Bridge township,SD1,Special Development 1,,1
3493,NJ,Middlesex County,Old Bridge township,SD3,Special Development 3,,1
3494,NJ,Middlesex County,Old Bridge township,SD5,Special Development 5,,1
3502,NJ,Parsippany-Troy Hills Township,Morris County,SED-10,Specialized Economic Development 10,,1
3503,NJ,Parsippany-Troy Hills Township,Morris County,SED-3,Specialized Economic Development 3,,1
3504,NJ,Parsippany-Troy Hills Township,Morris County,SED-3A,Specialized Economic Development 3,,1
3506,NJ,Parsippany-Troy Hills Township,Morris County,SED-5A,Specialized Economic Development 5,,1
3507,NJ,Randolph Township,Morris County,SS/VO,Specialty Shop/Village Office,,1
3509,NJ,Asbury Park City,Monmouth,STAR,Stars Redevelopment Area,,1
3510,NJ,Dover Town,Morris County,D1,Station Area,,1
3512,NJ,Ocean City,Cape May County,SP-1- 30/1950,Stenton Place R-1 Neighborhood Zone,,1
3513,NJ,Ocean City,Cape May County,SP-1- 40/2600,Stenton Place R-1 Neighborhood Zone,,1
3514,NJ,Ocean City,Cape May County,SP-1- 44/4400,Stenton Place R-1 Neighborhood Zone,,1
3515,NJ,Camden,Camden County,S,Stream and River Corridor Protection and Management Overlay,,1
3516,NJ,Vernon Township,Sussex County,SBCZ,stream buffer conservation overlay zone,,1
3517,NJ,Cherry Hill,Camden County,SB,Stream Buffer Overlay Zone,,1
3532,NJ,Union City,Hudson County,D-ST,Swiss Town Redevelopment District ,,1
3533,NJ,Morris Plains Borough,Morris County,TRPUD,Tabor Road Planned Unit Development,,1
3534,NJ,Fanwood,Union County,TAH,terrill affordable housing zone,,1
3535,NJ,Linden,Union County,T-R,theater redevelopment district,,1
3536,NJ,North Bergen township,Hudson County,T-RD,Tonnelle Ave Redevelopment Area,,1
3537,NJ,Montville Township,Morris County,TC1,Towaco Center Core Area,,1
3538,NJ,Montville Township,Morris County,TC2,Towaco Center Transitional Area,,1
3542,NJ,Oxford Township,Warren County,TC-4,Town Center,,1
3544,NJ,Oxford Township,Warren County,TC-HERS,Town Center,,1
3545,NJ,Oxford Township,Warren County,TC-3,Town Center,,1
3554,NJ,Middlesex County,Old Bridge township,TCD,Town Center Design,,1
3564,NJ,Hardyston Township,Sussex County,TC-SCD,Town Center Shopping Center,,1
3565,NJ,Newton,Sussex County,T-6,Town Core ,,1
3597,NJ,Bayonne city,Hudson County,TDO,Transit Development Overlay Zone,,1
3598,NJ,Bayonne city,Hudson County,TDD,Transit Development Zone,,1
3600,NJ,Middlesex County,Piscataway township,TV,Transit Village,,1
3601,NJ,Long Branch city,Monmouth,TVD,Transit Village,,1
3605,NJ,Atlantic City,Atlantic County,TRS,transportation district,,1
3606,NJ,Elizabeth,Union County,T,transportation zone,,1
3617,NJ,Union,Union County,UCBD,union center business district,,1
3618,NJ,Union,Union County,UCBD-II,union center business district -II,,1
3620,NJ,Union,Union County,US-1,union station-1,,1
3621,NJ,Linden,Union County,U-R,united Lacquer redevelopment,,1
3625,NJ,Atlantic City,Atlantic County,UDO,university district overlay ,,1
3627,NJ,Bayonne city,Hudson County,UBD,Uptown Business District,,1
3628,NJ,Union City,Hudson County,UTOD,Uptown Transit Oriented District Overlay,,1
3631,NJ,Plainfield,Union County,R-VWB,Van Wyck Brooks historic district,,1
3636,NJ,Stanhope Borough,Sussex County,VAR,Village Age Restricted,,1
3641,NJ,Randolph Township,Morris County,VCC,Village Center Commercial,,1
3655,NJ,Frelinghuysen Township,Warren County,VN-1,Village Neighborhood (1 acre),,1
3657,NJ,Tewksbury Township,Hunterdon County,VO,Village Office,,1
3673,NJ,Asbury Park City,Monmouth,WARA,Washinton Avenue Redevelopment Area,,1
3674,NJ,Pohatcong Township,Warren County,W,Water Related Recreation,,1
3676,NJ,Asbury Park City,Monmouth,WRA,Waterfront Boardwalk Area,,1
3679,NJ,Jersey City,Hudson County,WPD,Waterfront Planned Development District ,,1
3680,NJ,Asbury Park City,Monmouth,WPRA,Waterfront Prime Renewal Area,,1
3682,NJ,Middlesex County,Sayreville borough,RA-W,Waterfront Redevelopment Area,,1
3683,NJ,Hoboken,Hudson County,W(RDV),Waterfront Redevelopment Subdistrict (Special Review),,1
3685,NJ,South River borough,Middlesex County,W-R,Waterfront Revitalization District,,1
3686,NJ,Hoboken,Hudson County,I-1(W),Waterfront Subdistrict,,1
3689,NJ,Union Township,Hunterdon County,WM,Watershed Management,,1
3690,NJ,Hanover Township,Morris County,WC,Whippany Center,,1
3693,NJ,Vineland,Cumberland County,W-5,Woodlands,,1
3694,NJ,Vineland,Cumberland County,W-6,Woodlands,,1
3695,NJ,Union City,Hudson County,D-Y,Yardley Building Replacement,,1
3702,NJ,Newark,Essex County,EWR,,,1
3703,NJ,Newark,Essex County,EWR-S,,,1
3704,NJ,Newark,Essex County,PORT,,,1
3705,NJ,Newark,Essex County,PARK,,,1
3707,NJ,Guttenberg,Hudson County,"R-4 (lots less than 20,000 sqft)",,,1
3708,NJ,Guttenberg,Hudson County,"R-4 (lots 20,000 sqft or greater)",,,1
